t,x_child,y_child,z_child,vx_child,vy_child,vz_child,tx_target,ty_target,tz_target,x_mother,y_mother,z_mother,vx_mother,vy_mother,vz_mother
626.4000000000001,30.30748413454278,-39.688974331262465,20.002989038934537,7.962620767472788,6.058500229250283,0.0004353383482868803,34.94436094933332,-36.178606309665845,20.0,38.13931397097443,-32.33253361280917,20.0,6.3897995453807965,7.692017191931306,0.0
626.5,31.09760926922964,-39.075270341159694,20.003028841845154,7.839881926264442,6.215579572805133,0.0003607198640632657,35.66089619911907,-35.47253020215413,20.0,38.77829392551251,-31.56333189361604,20.0,6.234691540048729,7.818266311117235,0.0
626.6,31.875287992266436,-38.446031801687624,20.003053069159062,7.713692534471508,6.3691912166362465,0.000123826414088829,36.363167565897456,-34.75226555552238,20.0,39.40176307951738,-30.781505262504318,20.0,6.077089741229003,7.941388228021289,0.0
626.7,32.6402112039255,-37.80151350680981,20.003049778129185,7.584771698709809,6.5211746809200175,-0.00018964701164716702,37.05089415048522,-34.01810046602576,20.0,40.00947205364028,-29.98736643970219,20.0,5.917057187539925,8.061333695518265,0.0
626.8000000000001,33.39211963869047,-37.14198127088093,20.003019649342225,7.453396996589453,6.669470037657528,-0.0004129287275624311,37.723800871418184,-33.27032858991134,20.0,40.60117777239427,-29.181233070150363,20.0,5.754657889868255,8.178054737019309,0.0
626.9000000000001,34.13069967465499,-36.46768777244792,20.002973537075157,7.318203722701015,6.816399931002853,-0.0005093166138141253,38.381618574979846,-32.50924902595944,20.0,41.1766435613811,-28.36342759644843,20.0,5.589956805768921,8.291504665665528,0.0
627.0,34.85559555999948,-35.77883064934685,20.002920212856637,7.179713984188714,6.960742531018442,-0.000557167756596444,39.02408414285963,-31.735166195847995,20.0,41.73563924195799,-27.53427712988188,20.0,5.423019813478547,8.401638102996642,0.0
627.1,35.566521360798475,-35.07570663612908,20.00286537683868,7.038802031791237,7.101737733337018,-0.0005395526024868551,39.65094059739647,-30.948389722388193,20.0,42.277941223305845,-26.694113319582215,20.0,5.253913685569174,8.508410997107774,0.0
627.2,36.26320981160342,-34.35865518861888,20.002804634844654,6.894966984307617,7.239291216866848,-0.000675287278063553,40.26193720436647,-30.149234305679038,20.0,42.80333259186276,-25.843272219871437,20.0,5.082706062236468,8.611780640263156,0.0
627.3000000000001,36.94534921717489,-33.627947968359344,20.00273672555669,6.7478211271218855,7.374853188323909,-0.0006828984811898262,40.85682957327339,-29.338019597232098,20.0,43.31160319808641,-24.98209415584512,20.0,4.909465424247799,8.711705685985436,0.0
627.4000000000001,37.61265465413912,-32.88383914937113,20.002672118993452,6.59828761216269,7.507323191440444,-0.0006092327835913244,41.435379755101536,-28.515070072114632,20.0,43.80254974051119,-24.110923587246578,20.0,4.734261065547543,8.80814616558709,0.0
627.5,38.26485546264616,-32.12668802748941,20.002620901450168,6.445728557978169,7.635699246193982,-0.0004151180820780387,41.99735633749191,-27.680714899164194,20.0,44.27597584706594,-23.23010897068787,20.0,4.557163065544287,8.901063504163673,0.0
627.6,38.90168584118767,-31.35679199549712,20.002574869996145,6.29087901285202,7.762221393651776,-0.0005055109983998123,42.542534537304626,-26.835287809325337,20.0,44.73169215362037,-22.340002620271502,20.0,4.378242261075727,8.990420536017076,0.0
627.7,39.52294460180235,-30.574356541306912,20.00253290243685,6.134296199441634,7.886487690152343,-0.00033384018751435546,43.07069629052866,-25.979126962161864,20.0,45.169516379727945,-21.440960566669794,20.0,4.197570218078823,9.076181519527502,0.0
627.8000000000001,40.1283847769614,-29.77966194240837,20.002502110051008,5.974507303739249,8.007404287818462,-0.0002820075293279928,43.581630339504756,-25.112574810597224,20.0,45.58927340153583,-20.533342414717044,20.0,4.015219202961262,9.15831215144351,0.0
627.9000000000001,40.7177348945425,-28.973068441597057,20.002472868516506,5.812495047882917,8.12446572840779,-0.0003028231607058495,44.07513231742569,-24.23597796393824,20.0,45.99079532183195,-19.617511199572693,20.0,3.831262153698418,9.236779580608925,0.0
628.0,41.29075146093967,-28.154977424772635,20.002455231785724,5.647836280060398,8.237354608080674,-4.991145494783551e-05,44.551004830080274,-23.349687049235712,20.0,46.373921537201795,-18.6938332415118,20.0,3.6457726506565535,9.311552421096678,0.0
628.1,41.84720530007231,-27.32567971900002,20.00244149718456,5.481240502592543,8.34859950737158,-0.00022478056833116227,45.00905753480835,-22.45405657103856,20.0,46.73849880226745,-17.762677999402133,20.0,3.458824887164269,9.382600764769222,0.0
628.2,42.38688639749135,-26.48544407452277,20.00240664627483,5.312381445788271,8.456113382173443,-0.00047223762625405266,45.44910721663515,-21.549444769596338,20.0,47.08438129098388,-16.82441792292521,20.0,3.270493639834129,9.449896193234686,0.0
628.3000000000001,42.909556156035116,-25.63462141661518,20.002370201597714,5.141013725087043,8.560339775978438,-0.00025665591613416257,45.8709778615554,-20.636213477568454,20.0,47.41143065496729,-15.879428303601742,20.0,3.0808542386541404,9.51341178922064,0.0
